text,year,month,day,hour,minute,second,week_name,week_num,num_of_day,num_of_week
"   １０月２２日土曜日１２時１２分  仙台 店 待ち３０人。  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎",2016,10,22,12,13,27,Sat,6,296,42
"   １０月２２日土曜日１１時０５分  仙台 店 開店待ち ２５人。  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎",2016,10,22,11,6,48,Sat,6,296,42
"    仙台 店 10:25 2人待ち 先頭は岩手から鍋を持ってきたオカズ君です。  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/dSmiy0Lgmf"">pic.twitter.com/dSmiy0Lgmf",2016,10,19,10,34,3,Wed,3,293,42
"ラーメン二郎  仙台 店 只今の並びは約50人！ 仙台 店 日曜日の営業は19時30分までです。ご来店予定の方はお早めにお願いします。19:03        <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/1dnOgel2bC"">pic.twitter.com/1dnOgel2bC",2016,10,16,19,4,15,Sun,0,290,42
    ラーメン二郎  仙台 店 20:10  35人程の並びっす❢❢ (｀･ω･´)ゞ,2016,10,15,20,20,12,Sat,6,289,41
   二郎 仙台 店でいただいた後に思う事は一つだけです  「 仙台 に出店してくれて、ありがとうございます」,2016,10,14,19,48,24,Fri,5,288,41
    仙台 店は約30人待ち,2016,10,14,18,35,8,Fri,5,288,41
二郎 仙台 店 13:02  2人の並びです   ,2016,10,12,13,3,21,Wed,3,286,41
"    <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E4%BA%8C%E9%83%8E%E8%A1%8C%E5%88%97%E3%83%81%E3%82%A7%E3%83%83%E3%82%AB%E3%83%BC?src=hash"">#二郎行列チェッカー   仙台 店 最後尾駐車場入口越え 開店待ち～",2016,10,11,11,19,23,Tue,2,285,41
"    <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E4%BA%8C%E9%83%8E%E8%A1%8C%E5%88%97%E3%83%81%E3%82%A7%E3%83%83%E3%82%AB%E3%83%BC?src=hash"">#二郎行列チェッカー   仙台 店 2人 開店待ち～遠征！",2016,10,11,10,34,10,Tue,2,285,41
"ラーメン二郎 仙台 店 本日9日(日)臨時休業です！明日10日(祝)は定休日です。9日、10日と連休になりますので御注意ください！宜しくお願い致します！       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/8BBXycqJaX"">pic.twitter.com/8BBXycqJaX",2016,10,9,11,41,18,Sun,0,283,41
"    仙台 店 20:15  19人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/VQuiMYMJ6B"">pic.twitter.com/VQuiMYMJ6B",2016,10,8,20,15,19,Sat,6,282,40
"ラーメン二郎  仙台 店 只今の並びはじろりーまんさんみたいな人も含め19人！19:23       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/I5TESSpWzf"">pic.twitter.com/I5TESSpWzf",2016,10,8,19,23,45,Sat,6,282,40
12:03  仙台 店 まろ含め40人程度待ち。 雨のなか、これはスゴい…。,2016,10,8,12,1,18,Sat,6,282,40
    仙台 15くらい。つけ麺は今日か週明けの火曜日くらいで終了との事です。(;_;),2016,10,7,13,16,38,Fri,5,281,40
"ラーメン二郎  仙台 店 只今並び無しで店内空席ありです！皆様チャンスです！是非ご来店下さい！つけ麺あります！13:13      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/98yh4IrEUP"">pic.twitter.com/98yh4IrEUP",2016,10,6,13,13,45,Thu,4,280,40
"ラーメン二郎 仙台 店 只今の並びは9人！本日つけ麺あります！12:47      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/wqnmqLJYnP"">pic.twitter.com/wqnmqLJYnP",2016,10,6,12,48,11,Thu,4,280,40
    仙台 店 11:07 約15人待ち PPは岩手から鍋を持って来てる「わかずくん」です。,2016,10,4,11,9,41,Tue,2,278,40
    仙台 店開店前16人待ち10:53,2016,10,2,10,53,35,Sun,0,276,40
"ラーメン二郎  仙台 店 開店10分前 只今の並びは27人！11:20       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/AWAu69O4Ge"">pic.twitter.com/AWAu69O4Ge",2016,10,1,11,20,59,Sat,6,275,39
    仙台 店 18:55   16人待ち,2016,9,30,18,56,7,Fri,5,274,39
二郎 仙台 店\u3000現在の並びは19人14:19\u3000  ,2016,9,30,14,19,35,Fri,5,274,39
   18:15  仙台 待ち 10くらい,2016,9,27,18,14,57,Tue,2,271,39
二郎 仙台 店\u3000現在の並びは28人12:45\u3000  ,2016,9,27,12,45,47,Tue,2,271,39
"あ""っ <img alt=""‼️"" aria-label=""Emoji: !!マーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""./  仙台 - Twitter検索_files/203c.png"" title=""!!マーク""/> ((((；ﾟДﾟ)))))))  ラーメン二郎 仙台 店 開店1時間前 只今の並びはあの方も含めオッサンばかり5人！10:30      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/e6Pb2WIfuJ"">pic.twitter.com/e6Pb2WIfuJ",2016,9,27,10,31,19,Tue,2,271,39
"ラーメン二郎  仙台 店 只今並びは無しです！皆様チャンスです！ご来店お待ちしています！16:13      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/zbcSdPx8sh"">pic.twitter.com/zbcSdPx8sh",2016,9,25,16,13,32,Sun,0,269,39
    雨降りしきる杜の都  仙台  19:48時点、14人待ち 地方ならではの路駐２台,2016,9,22,19,48,47,Thu,4,266,38
仙台  13:35 待ち35,2016,9,22,13,36,43,Thu,4,266,38
    仙台 \u300030ちょい\u30002030,2016,9,21,20,30,36,Wed,3,265,38
"    ラーメン二郎 仙台 店 20人の並び 13:40  つけ麺ありっす❢❢  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/5AbgtrMsdE"">pic.twitter.com/5AbgtrMsdE",2016,9,21,13,40,6,Wed,3,265,38
二郎 仙台 店 只今の並びは26人 12:40    ,2016,9,20,12,41,5,Tue,2,264,38
    仙台 約30人 1800 女店員？(ﾟoﾟ;;,2016,9,18,18,2,14,Sun,0,262,38
    ラーメン二郎 仙台 店  並びは25人でやんす❢❢ 17:15  ワクワク…(*ΦωΦ*),2016,9,18,17,19,22,Sun,0,262,38
    雨の 仙台 店 開店待ち7人 10:45 普段でもこんな感じなんでしょうか!?,2016,9,18,10,46,50,Sun,0,262,38
    仙台  待ち9 20:20,2016,9,17,20,21,2,Sat,6,261,37
"ラーメン二郎  仙台 店 只今の並びは約30人！12:19      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/76r66j4QJA"">pic.twitter.com/76r66j4QJA",2016,9,17,12,19,28,Sat,6,261,37
二郎 仙台 店只今の並びは25人12:24     ,2016,9,16,12,26,2,Fri,5,260,37
    仙台 30 つけめん有,2016,9,16,12,8,53,Fri,5,260,37
"ラーメン二郎  仙台 店 只今の並びは約30人！本日つけ麺あります。12:33      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ovlSod6UfM"">pic.twitter.com/ovlSod6UfM",2016,9,14,12,33,27,Wed,3,258,37
二郎 仙台 店只今の並びは12人 12:45 つけ麺あります    ,2016,9,13,12,46,43,Tue,2,257,37
"    仙台 店 小雨の降る中、約30人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4MvcxlAPny"">pic.twitter.com/4MvcxlAPny",2016,9,13,11,54,54,Tue,2,257,37
"ラーメン二郎  仙台 店 只今の並びは26人、 仙台 店の日曜日の営業は19時30分までです。ご来店予定の方はお早めにお願いします。17:57      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/DOH99W7Izf"">pic.twitter.com/DOH99W7Izf",2016,9,11,17,57,23,Sun,0,255,37
    仙台  16:33   9人待ち,2016,9,11,16,33,14,Sun,0,255,37
    仙台  19:13  6人待ち つけ麺あり,2016,9,8,19,13,56,Thu,4,252,36
二郎 仙台 店只今の並びは11人11:50 雨の中並んでいます    ,2016,9,8,11,57,4,Thu,4,252,36
    仙台 店 待ち18人,2016,9,7,18,7,46,Wed,3,251,36
"ラーメン二郎  仙台 店 只今の並びはもるせがさん含め約30人！13:13      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/vah0Exc5N9"">pic.twitter.com/vah0Exc5N9",2016,9,6,13,14,24,Tue,2,250,36
"    仙台 店 16:10 10人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/IeMM76Urb9"">pic.twitter.com/IeMM76Urb9",2016,9,4,16,10,42,Sun,0,248,36
"ラーメン二郎  仙台 店 開店16分前 只今の並びは25人！11:14      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/gfQVRZCxXm"">pic.twitter.com/gfQVRZCxXm",2016,9,3,11,14,24,Sat,6,247,35
二郎 仙台 店 只今の並びは22人 11:24    ,2016,9,2,11,24,18,Fri,5,246,35
仙台  11:20 20名位,2016,9,2,11,21,57,Fri,5,246,35
"ラーメン二郎  仙台 店 只今の並びは9人！本日つけ麺あります！13:22      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/EETqMhyTg1"">pic.twitter.com/EETqMhyTg1",2016,9,1,13,22,19,Thu,4,245,35
二郎 仙台 店 只今の並びは21人11:42    ,2016,9,1,11,42,52,Thu,4,245,35
   18:47  仙台  30人前後？不動産屋の左側の信号手前まで伸びてる・・・,2016,8,31,18,47,38,Wed,3,244,35
    仙台  待ち15人〜20ほど,2016,8,31,13,31,24,Wed,3,244,35
"    12時21分  仙台 店25人待ち 二郎Tシャツ着て行ったらイケメン店主さんに素敵なTシャツですねって言われた！ 小豚野菜ニンニクアブラ 暴力的なビジュアルで興奮しました うーまーいー(藤岡弘、氏流のまいうー)  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/03KYOGkzct"">pic.twitter.com/03KYOGkzct",2016,8,31,12,26,7,Wed,3,244,35
"ラーメン二郎  仙台 店 只今の並びは26人！本日つけ麺あります！12:23      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/JQPrvKLk7q"">pic.twitter.com/JQPrvKLk7q",2016,8,31,12,23,12,Wed,3,244,35
"   11時24分現在  仙台 店 開店待ち25名ほど。  仙台 店こんなに並びキツイのかー。。 それにしても熱くて日差しが強い 焼ける。  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7UhSi7pIsl"">pic.twitter.com/7UhSi7pIsl",2016,8,31,11,25,1,Wed,3,244,35
   11:20  仙台  30人弱？ 不動産屋の前まで到達,2016,8,31,11,21,7,Wed,3,244,35
"ラーメン二郎  仙台 店 只今の並びは約18人！ 仙台 店の日曜日の営業は19時30分までです。ご来店予定の方はお早めにお願いします。19:10      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/5jUXsETdDs"">pic.twitter.com/5jUXsETdDs",2016,8,28,19,10,43,Sun,0,241,35
二郎 仙台 店只今の並びは36人13:27    ,2016,8,28,13,28,10,Sun,0,241,35
"   ラーメン二郎  仙台 店 只今の並びは29人！ 12:05  記念の30店舗目です。 <img alt=""✨"" aria-label=""Emoji: キラキラ"" class=""Emoji Emoji--forText"" draggable=""false"" src=""./  仙台 - Twitter検索_files/2728.png"" title=""キラキラ""/>",2016,8,28,12,6,23,Sun,0,241,35
"仙台 二郎Twitter開始！      <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""769432851443879936"" dir=""ltr"" href=""https://twitter.com/jiro_sendai1023"">@jiro_sendai1023",2016,8,27,17,32,29,Sat,6,240,34
"ラーメン二郎  仙台 店 開店3分前 只今の並びは約40人！ 本日つけ麺あります！11:27      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/wIsol0x1Id"">pic.twitter.com/wIsol0x1Id",2016,8,25,11,28,8,Thu,4,238,34
仙台 20くらい。つけ麺あります＼(^o^)／,2016,8,23,12,26,46,Tue,2,236,34
"ラーメン二郎  仙台 店 只今の並びは25人！1今日のスープはド乳化でメッチャ美味しかったです！17:27       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/XZcS2Hto3s"">pic.twitter.com/XZcS2Hto3s",2016,8,21,17,29,13,Sun,0,234,34
"    仙台 店 11:11 23人待ち 体感気温33°C こんなに暑くてラーメン食べれるかな？  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/IbMnH0vG2s"">pic.twitter.com/IbMnH0vG2s",2016,8,21,11,11,19,Sun,0,234,34
    仙台 店 19:28  8人待ち,2016,8,19,19,28,36,Fri,5,232,33
二郎 仙台 店只今の並びは22名12:12    ,2016,8,19,12,12,41,Fri,5,232,33
    カレーのにおいが今日も仄かに香る ラーメン二郎  仙台 店 11:30の並びはざっと30人 (｀･ω･´)ゞ,2016,8,19,11,28,54,Fri,5,232,33
    仙台 二郎について質問です。木曜の祝日だと、つけ麺はやってないですかね？,2016,8,18,17,30,55,Thu,4,231,33
    仙台 店 18:17  19人待ち,2016,8,17,18,17,22,Wed,3,230,33
"ラーメン二郎  仙台 店 開店12分前 只今の並びは20人！11:18      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/9q7F9EDrIw"">pic.twitter.com/9q7F9EDrIw",2016,8,17,11,18,45,Wed,3,230,33
"    仙台 店 11:06 19人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/w3I2Flu9KO"">pic.twitter.com/w3I2Flu9KO",2016,8,17,11,6,56,Wed,3,230,33
"ラーメン二郎  仙台 店 只今並びは0人で大チャンスです！ビッグウェーブが来ています！イケメン店主さんも皆様のご来店を首を長〜くしてお待ちしています！17:56       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/JTs50RFhrF"">pic.twitter.com/JTs50RFhrF",2016,8,7,17,57,1,Sun,0,220,32
"    仙台 店 17:20  14人待ち 本日、お盆前最終日で豚、麺販売に2人待ちです。  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/IsHEx7uTWL"">pic.twitter.com/IsHEx7uTWL",2016,8,7,17,21,21,Sun,0,220,32
"ラーメン二郎  仙台 店 只今の並びは14人！日曜日にしては少ない並びです。日曜日は19時30分までの営業になります。17:19       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/baU0jXMsca"">pic.twitter.com/baU0jXMsca",2016,8,7,17,19,42,Sun,0,220,32
    仙台  並び20 1905,2016,8,6,19,5,54,Sat,6,219,31
"    <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E4%BA%8C%E9%83%8E%E8%A1%8C%E5%88%97%E3%83%81%E3%82%A7%E3%83%83%E3%82%AB%E3%83%BC?src=hash"">#二郎行列チェッカー   仙台 店 約20人 待ち",2016,8,4,19,56,43,Thu,4,217,31
    仙台 どんなか分かる人いますか？,2016,8,4,18,47,4,Thu,4,217,31
"ラーメン二郎  仙台 店 只今の並びは9人！ 仙台 店昼の部は14時30分までですが、あと1ロットくらい大丈夫そうです！14:41       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/022kbbXjKK"">pic.twitter.com/022kbbXjKK",2016,8,4,14,41,39,Thu,4,217,31
    仙台  シャッター待ち横断歩道まで 1133,2016,8,4,11,33,54,Thu,4,217,31
    仙台 30,2016,8,2,20,52,2,Tue,2,215,31
二郎 仙台 店只今の並びは12人12:44     ,2016,8,2,12,44,39,Tue,2,215,31
   1541 仙台 二郎 待ち0,2016,7,31,15,41,46,Sun,0,213,31
"ラーメン二郎  仙台 店 只今の並びは4人！メッチャ少ない並びです。皆様チャンスです！13:21      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/SnmkHFz2VX"">pic.twitter.com/SnmkHFz2VX",2016,7,31,13,21,51,Sun,0,213,31
"ラーメン二郎 仙台 店 只今の並びは28人 本日つけ麺あります。11:55      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/uxF17AETRg"">pic.twitter.com/uxF17AETRg",2016,7,29,11,55,28,Fri,5,211,30
二郎 仙台 店只今の並びは29人12:53    ,2016,7,27,12,53,48,Wed,3,209,30
"ラーメン二郎  仙台 店 只今の並びは35人！本日つけ麺あります。12:15      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/peZv7wFmdM"">pic.twitter.com/peZv7wFmdM",2016,7,27,12,15,34,Wed,3,209,30
"    仙台 店 11:30 交差点まで約40人待ち ポン吉さんとマッコロさんはPPです。  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4yhVzNWaWR"">pic.twitter.com/4yhVzNWaWR",2016,7,26,11,30,27,Tue,2,208,30
"ラーメン二郎  仙台 店 只今の並びは15人、日曜日にしては少ない並びです。日曜日の 仙台 店は19時30分までの営業です。18:01       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/tDFjyILesl"">pic.twitter.com/tDFjyILesl",2016,7,24,18,2,12,Sun,0,206,30
    仙台 13:32  20人くらい待ち,2016,7,22,13,32,57,Fri,5,204,29
